75220	2162437.50
75223	295370.83
75224	156749.88
75225	902212.77
75226	184666.67
75227	78247.70
75228	99952.33
75229	3274037.04
75230	608254.55
75231	154913.04
75232	82336.76
75233	69316.67
75236	81243.69
75237	93333.33
75238	225399.00
75241	85882.83
75243	121692.23
75244	451111.11
75246	149966.67
75248	180684.42
75249	112773.00
75252	324739.09
75253	94699.80
75254	90000.00
75287	197755.60
77002	117857.14
77004	164666.67
77005	340866.67
77006	110000.00
77007	159877.78
77008	290263.64
77009	253216.67
77012	53000.00
77014	48400.00
77015	156666.33
77016	86831.58
77018	286400.00
77019	1552803.19
77021	56250.00
77022	83000.00
77024	2333896.55
77027	3685000.00
77028	76000.00
77029	36225.00
77030	450000.00
77031	73333.33
77032	99980.00
77033	124500.00
77036	61500.00
77040	79731.11
77042	1532833.33
77043	152490.00
77045	162300.00
77047	49966.67
77048	56166.67
77051	62500.00
77054	73650.00
77055	220470.59
77056	999999.86
77057	78725.00
77059	122500.00
77062	92081.82
77064	72555.56
77065	97857.00
77066	73750.00
77068	99528.82
77069	76584.21
77071	51590.00
77072	61666.67
77073	61110.00
77074	36498.33
77077	112077.78
77079	335000.00
77080	316000.00
77082	92071.43
77083	68684.54
77084	84349.50
77086	56000.00
77088	80414.29
77089	119285.71
77090	78076.47
77091	68500.00
77092	79950.00
77094	131250.00
77095	107843.75
77096	233166.67
77339	86640.00
77345	140428.57
85006	138000.00
85008	143902.83
85009	97250.00
85013	830000.00
85014	209966.67
85016	268750.00
85018	1149319.96
85020	214362.50
85022	151428.57
85023	159271.43
85024	114975.00
85027	142142.86
85028	875000.00
85029	157500.00
85032	143625.00
85033	69975.00
85041	184142.86
85042	211421.36
85043	82700.00
85044	312500.00
85048	159666.67
85050	416666.67
85053	166333.33
85083	199975.00
85308	112000.00
85310	224000.00
85331	238888.89
85339	160562.50
